"","dig_code","dig_desc","variable","inv_12"
"1254","33211A","All other forging, stamping, and sintering","F07E00",""
"1255","332119","Metal crown, closure, and other metal stamping (except automotive)","F07E00",""
"1256","332200","Cutlery and handtool manufacturing","F07E00","4"
"1257","332310","Plate work and fabricated structural product manufacturing","F07E00","6"
"1258","332320","Ornamental and architectural metal products manufacturing","F07E00",""
"1259","332410","Power boiler and heat exchanger manufacturing","F07E00","109"
"1260","332420","Metal tank (heavy gauge) manufacturing","F07E00",""
"1261","332430","Metal can, box, and other metal container (light gauge) manufacturing","F07E00","29"
"1262","332500","Hardware manufacturing","F07E00",""
"1263","332600","Spring and wire product manufacturing","F07E00",""
"1264","332710","Machine shops","F07E00","934"
"1265","332720","Turned product and screw, nut, and bolt manufacturing","F07E00",""
"1266","332800","Coating, engraving, heat treating and allied activities","F07E00",""
"1267","332913","Plumbing fixture fitting and trim manufacturing","F07E00",""
"1268","33291A","Valve and fittings other than plumbing","F07E00","2"
"1269","332991","Ball and roller bearing manufacturing","F07E00",""
"1270","332996","Fabricated pipe and pipe fitting manufacturing","F07E00","0"
"1271","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F07E00",""
"1272","332999","Other fabricated metal manufacturing","F07E00","325"
"1273","333111","Farm machinery and equipment manufacturing","F07E00","242"
"1274","333112","Lawn and garden equipment manufacturing","F07E00","1"
"1275","333120","Construction machinery manufacturing","F07E00","2"
"1276","333130","Mining and oil and gas field machinery manufacturing","F07E00",""
"1277","333242","Semiconductor machinery manufacturing","F07E00",""
"1278","33329A","Other industrial machinery manufacturing","F07E00","38"
"1279","333314","Optical instrument and lens manufacturing","F07E00",""
"1280","333316","Photographic and photocopying equipment manufacturing","F07E00","1"
"1281","333318","Other commercial and service industry machinery manufacturing","F07E00","37"
"1282","333414","Heating equipment (except warm air furnaces) manufacturing","F07E00",""
"1283","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F07E00",""
"1284","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F07E00",""
"1285","333511","Industrial mold manufacturing","F07E00",""
"1286","333514","Special tool, die, jig, and fixture manufacturing","F07E00",""
"1287","333517","Machine tool manufacturing","F07E00","57"
"1288","33351B","Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing","F07E00",""
"1289","333611","Turbine and turbine generator set units manufacturing","F07E00","219"
"1290","333612","Speed changer, industrial high-speed drive, and gear manufacturing","F07E00",""
"1291","333613","Mechanical power transmission equipment manufacturing","F07E00",""
"1292","333618","Other engine equipment manufacturing","F07E00","14"
"1293","333912","Air and gas compressor manufacturing","F07E00","3"
"1294","33391A","Pump and pumping equipment manufacturing","F07E00","17"
"1295","333920","Material handling equipment manufacturing","F07E00","28"
"1296","333991","Power-driven handtool manufacturing","F07E00",""
"1297","333993","Packaging machinery manufacturing","F07E00","2"
"1298","333994","Industrial process furnace and oven manufacturing","F07E00",""
"1299","33399A","Other general purpose machinery manufacturing","F07E00","5"
"1300","33399B","Fluid power process machinery","F07E00",""
"1301","334111","Electronic computer manufacturing","F07E00","1,083"
"1302","334112","Computer storage device manufacturing","F07E00","18"
"1303","334118","Computer terminals and other computer peripheral equipment manufacturing","F07E00","92"
"1304","334210","Telephone apparatus manufacturing","F07E00","847"
"1305","334220","Broadcast and wireless communications equipment","F07E00","6,086"
"1306","334290","Other communications equipment manufacturing","F07E00","5"
"1307","334413","Semiconductor and related device manufacturing","F07E00",""
"1308","334418","Printed circuit assembly (electronic assembly) manufacturing","F07E00","1"
"1309","33441A","Other electronic component manufacturing","F07E00","8"
"1310","334510","Electromedical and electrotherapeutic apparatus manufacturing","F07E00","412"
"1311","334511","Search, detection, and navigation instruments manufacturing","F07E00","2,364"
"1312","334512","Automatic environmental control manufacturing","F07E00",""
"1313","334513","Industrial process variable instruments manufacturing","F07E00","8"
"1314","334514","Totalizing fluid meter and counting device manufacturing","F07E00",""
"1315","334515","Electricity and signal testing instruments manufacturing","F07E00","60"
"1316","334516","Analytical laboratory instrument manufacturing","F07E00","1"
"1317","334517","Irradiation apparatus manufacturing","F07E00","76"
"1318","33451A","Watch, clock, and other measuring and controlling device manufacturing","F07E00",""
"1319","334300","Audio and video equipment manufacturing","F07E00",""
"1320","334610","Manufacturing and reproducing magnetic and optical media","F07E00",""
"1321","335110","Electric lamp bulb and part manufacturing","F07E00",""
"1322","335120","Lighting fixture manufacturing","F07E00",""
"1323","335210","Small electrical appliance manufacturing","F07E00","23"
"1324","335221","Household cooking appliance manufacturing","F07E00",""
"1325","335222","Household refrigerator and home freezer manufacturing","F07E00",""
"1326","335224","Household laundry equipment manufacturing","F07E00",""
"1327","335228","Other major household appliance manufacturing","F07E00",""
"1328","335311","Power, distribution, and specialty transformer manufacturing","F07E00","349"
"1329","335312","Motor and generator manufacturing","F07E00","129"
"1330","335313","Switchgear and switchboard apparatus manufacturing","F07E00","247"
"1331","335314","Relay and industrial control manufacturing","F07E00","185"
"1332","335911","Storage battery manufacturing","F07E00",""
"1333","335912","Primary battery manufacturing","F07E00",""
"1334","335920","Communication and energy wire and cable manufacturing","F07E00","168"
"1335","335930","Wiring device manufacturing","F07E00",""
"1336","335991","Carbon and graphite product manufacturing","F07E00",""
"1337","335999","All other miscellaneous electrical equipment and component manufacturing","F07E00","90"
"1338","336111","Automobile manufacturing","F07E00","29"
"1339","336112","Light truck and utility vehicle manufacturing","F07E00","4"
"1340","336120","Heavy duty truck manufacturing","F07E00","226"
"1341","336211","Motor vehicle body manufacturing","F07E00","41"
"1342","336212","Truck trailer manufacturing","F07E00","5"
"1343","336213","Motor home manufacturing","F07E00",""
"1344","336214","Travel trailer and camper manufacturing","F07E00",""
"1345","336310","Motor vehicle gasoline engine and engine parts manufacturing","F07E00",""
"1346","336320","Motor vehicle electrical and electronic equipment manufacturing","F07E00",""
"1347","336350","Motor vehicle transmission and power train parts manufacturing","F07E00",""
"1348","336360","Motor vehicle seating and interior trim manufacturing","F07E00","6"
"1349","336370","Motor vehicle metal stamping","F07E00",""
"1350","336390","Other Motor Vehicle Parts Manufacturing","F07E00",""
"1351","3363A0","Motor vehicle steering, suspension component (except spring), and brake systems manufacturing","F07E00",""
"1352","336411","Aircraft manufacturing","F07E00","291"
"1353","336412","Aircraft engine and engine parts manufacturing","F07E00",""
"1354","336413","Other aircraft parts and auxiliary equipment manufacturing","F07E00",""
"1355","336414","Guided missile and space vehicle manufacturing","F07E00","1,732"
"1356","33641A","Propulsion units and parts for space vehicles and guided missiles","F07E00","1,209"
"1357","336500","Railroad rolling stock manufacturing","F07E00","30"
"1358","336611","Ship building and repairing","F07E00","72"
"1359","336612","Boat building","F07E00","194"
"1360","336991","Motorcycle, bicycle, and parts manufacturing","F07E00",""
"1361","336992","Military armored vehicle, tank, and tank component manufacturing","F07E00",""
"1362","336999","All other transportation equipment manufacturing","F07E00",""
"1363","337110","Wood kitchen cabinet and countertop manufacturing","F07E00",""
"1364","337121","Upholstered household furniture manufacturing","F07E00","14"
"1365","337122","Nonupholstered wood household furniture manufacturing","F07E00","84"
"1366","337127","Institutional furniture manufacturing","F07E00","1"
"1367","33712N","Other household nonupholstered furniture","F07E00","0"
"1368","337215","Showcase, partition, shelving, and locker manufacturing","F07E00","3"
"1369","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F07E00","30"
"1370","337900","Other furniture related product manufacturing","F07E00",""
"1371","339112","Surgical and medical instrument manufacturing","F07E00","9"
"1372","339113","Surgical appliance and supplies manufacturing","F07E00","160"
